department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
Sales & Marketing,region_2,Bachelor's,m,other,1,38,3.0,3,0,50,0
Technology,region_13,Bachelor's,m,other,1,33,3.0,4,0,76,0
Analytics,region_28,Bachelor's,m,sourcing,1,28,5.0,4,0,87,0
Procurement,region_2,Bachelor's,m,sourcing,5,40,2.0,3,0,74,0
Sales & Marketing,region_14,Bachelor's,m,sourcing,1,25,3.0,3,0,52,0
Sales & Marketing,region_1,Bachelor's,m,sourcing,1,25,5.0,4,0,48,0
Sales & Marketing,region_2,Unidentified,m,other,1,20,0.0,1,0,47,0
Technology,region_26,Bachelor's,f,other,1,28,1.0,4,0,82,0
Technology,region_26,Bachelor's,m,sourcing,1,35,1.0,7,0,83,0
Sales & Marketing,region_5,Bachelor's,m,other,1,46,3.0,9,0,52,0
Technology,region_5,Bachelor's,m,other,1,24,0.0,1,0,79,0
Procurement,region_13,Bachelor's,m,other,1,36,3.0,8,0,64,0
Sales & Marketing,region_2,Unidentified,m,sourcing,1,21,1.0,2,0,53,0
Technology,region_12,Bachelor's,m,other,1,27,4.0,2,0,81,0
Analytics,region_4,Master's & above,m,sourcing,1,37,5.0,6,0,82,0
Technology,region_2,Master's & above,f,sourcing,1,46,1.0,16,0,77,0
Sales & Marketing,region_24,Bachelor's,m,sourcing,1,26,3.0,3,0,48,0
Analytics,region_2,Master's & above,m,other,1,40,5.0,9,0,90,0
Technology,region_2,Bachelor's,m,other,5,28,3.0,2,0,74,0
Procurement,region_7,Master's & above,f,other,1,32,4.0,2,0,70,0
Technology,region_5,Bachelor's,m,sourcing,1,25,2.0,3,0,76,0
Operations,region_2,Bachelor's,f,other,1,28,4.0,2,1,60,0
Sales & Marketing,region_11,Bachelor's,m,sourcing,1,41,1.0,10,0,47,0
Procurement,region_20,Bachelor's,f,sourcing,1,31,1.0,5,0,69,0
Technology,region_4,Master's & above,m,other,1,39,4.0,10,0,78,0
Sales & Marketing,region_2,Master's & above,m,other,1,47,3.0,6,0,52,0
Procurement,region_2,Below Secondary,f,other,1,21,0.0,1,0,70,0
Procurement,region_2,Bachelor's,m,other,1,35,3.0,7,0,65,1
Analytics,region_28,Master's & above,m,sourcing,2,37,3.0,5,1,83,1
Sales & Marketing,region_2,Unidentified,m,sourcing,1,25,0.0,1,0,51,0
Technology,region_28,Bachelor's,m,other,2,30,4.0,7,0,78,0
Analytics,region_3,Bachelor's,m,sourcing,2,29,5.0,5,0,88,0
Sales & Marketing,region_16,Bachelor's,f,sourcing,1,31,4.0,4,1,48,0
Procurement,region_11,Bachelor's,f,other,1,32,5.0,6,0,77,0
Sales & Marketing,region_13,Unidentified,m,other,1,34,4.0,10,0,51,0
Procurement,region_31,Master's & above,m,other,1,42,5.0,7,0,68,0
Sales & Marketing,region_31,Bachelor's,m,other,1,38,1.0,5,0,47,0
Analytics,region_28,Bachelor's,m,other,1,29,3.0,2,0,87,0
Sales & Marketing,region_2,Unidentified,f,sourcing,2,24,1.0,2,0,50,0
Operations,region_28,Master's & above,f,other,1,34,5.0,6,0,63,0
Analytics,region_11,Bachelor's,m,sourcing,1,27,4.0,4,1,89,0
Procurement,region_16,Bachelor's,f,sourcing,3,45,3.0,4,0,70,0
Sales & Marketing,region_2,Bachelor's,m,referred,1,29,0.0,1,0,48,0
Sales & Marketing,region_22,Master's & above,m,sourcing,1,35,2.0,2,0,49,0
Procurement,region_2,Bachelor's,m,other,3,53,4.0,19,0,98,1
Operations,region_4,Bachelor's,f,other,1,39,3.0,7,0,58,0
Sales & Marketing,region_7,Bachelor's,m,other,1,27,0.0,1,0,50,0
HR,region_2,Master's & above,m,other,1,38,5.0,2,0,52,0
Technology,region_2,Bachelor's,f,other,2,32,4.0,5,0,78,0
Procurement,region_15,Bachelor's,m,sourcing,1,31,4.0,3,0,72,1
Operations,region_4,Bachelor's,m,sourcing,1,26,5.0,6,0,58,0
Operations,region_2,Below Secondary,m,other,2,24,0.0,1,0,55,0
Operations,region_31,Bachelor's,m,sourcing,1,36,1.0,3,0,59,0
Operations,region_32,Bachelor's,m,other,2,30,0.0,1,0,60,0
Sales & Marketing,region_27,Bachelor's,m,sourcing,2,29,3.0,2,1,52,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,5.0,3,0,49,0
Sales & Marketing,region_19,Bachelor's,m,other,1,42,4.0,3,0,49,0
HR,region_1,Master's & above,m,sourcing,1,31,5.0,2,0,49,0
Operations,region_2,Bachelor's,m,sourcing,1,53,3.0,16,0,55,0
Technology,region_7,Master's & above,f,sourcing,1,42,5.0,11,0,80,0
Procurement,region_22,Bachelor's,m,other,1,37,3.0,9,0,67,0
Analytics,region_7,Bachelor's,m,sourcing,1,29,1.0,3,0,83,0
Procurement,region_2,Master's & above,f,referred,1,44,3.0,19,0,63,0
R&D,region_13,Master's & above,m,other,2,37,5.0,4,0,90,0
Technology,region_22,Master's & above,f,other,2,31,3.0,5,0,79,0
Procurement,region_5,Bachelor's,f,other,1,30,3.0,4,0,68,0
Operations,region_19,Bachelor's,m,sourcing,1,36,5.0,7,0,62,0
R&D,region_22,Bachelor's,m,sourcing,1,30,3.0,5,0,85,0
Technology,region_11,Bachelor's,f,sourcing,1,31,1.0,7,0,84,0
HR,region_20,Master's & above,m,sourcing,1,33,4.0,3,0,50,0
Sales & Marketing,region_22,Bachelor's,m,other,3,29,2.0,6,0,48,0
Operations,region_2,Below Secondary,m,other,1,25,3.0,3,0,61,1
Sales & Marketing,region_30,Bachelor's,m,other,1,24,0.0,1,0,53,0
Procurement,region_26,Bachelor's,m,sourcing,1,31,2.0,7,0,70,0
Operations,region_21,Master's & above,f,sourcing,1,34,5.0,6,0,59,0
Sales & Marketing,region_26,Bachelor's,m,other,1,38,3.0,7,0,48,0
Operations,region_2,Bachelor's,m,other,2,41,3.0,2,0,59,0
Sales & Marketing,region_27,Unidentified,m,other,1,27,1.0,2,0,54,0
Sales & Marketing,region_22,Bachelor's,f,sourcing,1,37,3.0,6,0,45,0
Operations,region_12,Master's & above,m,sourcing,1,37,4.0,8,0,58,0
Sales & Marketing,region_15,Bachelor's,m,sourcing,1,36,4.0,7,0,48,1
Procurement,region_22,Bachelor's,f,sourcing,1,28,1.0,6,0,68,0
Sales & Marketing,region_2,Master's & above,m,other,1,46,5.0,5,0,50,0
Operations,region_7,Master's & above,f,sourcing,1,52,4.0,6,0,61,0
Finance,region_13,Bachelor's,f,sourcing,1,24,3.0,2,0,57,0
Operations,region_5,Master's & above,f,other,1,38,5.0,3,0,58,0
Sales & Marketing,region_10,Bachelor's,m,other,1,33,1.0,5,0,54,0
Operations,region_22,Bachelor's,f,sourcing,1,43,5.0,13,0,59,0
Sales & Marketing,region_2,Bachelor's,m,other,1,45,4.0,17,0,46,0
Legal,region_2,Bachelor's,f,sourcing,1,32,5.0,5,0,53,0
Analytics,region_26,Bachelor's,m,sourcing,2,28,4.0,2,1,86,1
Sales & Marketing,region_15,Bachelor's,m,other,1,36,5.0,10,0,46,0
Finance,region_22,Bachelor's,m,sourcing,1,32,3.0,9,0,70,1
Analytics,region_22,Bachelor's,f,sourcing,2,26,0.0,1,0,84,0
Operations,region_15,Bachelor's,m,other,1,34,3.0,7,0,61,0
Analytics,region_22,Bachelor's,m,sourcing,1,36,3.0,5,0,85,0
Technology,region_26,Bachelor's,f,other,1,27,0.0,1,0,79,0
Sales & Marketing,region_31,Bachelor's,m,other,2,30,4.0,5,0,46,0
Procurement,region_8,Bachelor's,m,sourcing,1,32,2.0,5,0,71,0
Operations,region_19,Bachelor's,m,sourcing,1,31,1.0,4,0,60,0
Procurement,region_22,Bachelor's,f,sourcing,3,30,4.0,5,0,73,0
Analytics,region_23,Bachelor's,m,other,1,33,5.0,3,0,85,0
R&D,region_15,Bachelor's,m,other,1,35,5.0,8,0,87,0
Operations,region_19,Bachelor's,f,other,2,35,3.0,6,0,63,0
Sales & Marketing,region_28,Bachelor's,m,other,1,40,5.0,7,0,52,0
Sales & Marketing,region_6,Bachelor's,f,sourcing,2,34,3.0,4,0,57,0
Operations,region_22,Master's & above,f,sourcing,1,42,1.0,3,0,59,0
Operations,region_7,Bachelor's,m,other,1,44,5.0,17,0,56,0
Finance,region_2,Bachelor's,m,other,1,28,0.0,1,0,61,0
Technology,region_7,Bachelor's,f,sourcing,1,27,3.0,2,0,79,0
Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,3.0,8,0,51,0
Procurement,region_2,Master's & above,f,referred,1,33,4.0,8,0,70,0
Finance,region_13,Master's & above,m,sourcing,1,36,4.0,3,0,55,0
HR,region_22,Bachelor's,m,other,1,28,3.0,2,0,56,0
Technology,region_31,Master's & above,m,other,2,44,3.0,7,0,81,0
Analytics,region_16,Bachelor's,m,sourcing,1,32,3.0,2,0,89,0
Analytics,region_7,Master's & above,m,other,1,42,5.0,5,0,77,0
Operations,region_26,Bachelor's,m,other,1,27,3.0,3,0,56,0
Legal,region_2,Bachelor's,m,other,1,26,0.0,1,0,60,0
Sales & Marketing,region_2,Master's & above,m,sourcing,1,51,3.0,10,0,47,0
Sales & Marketing,region_11,Master's & above,m,sourcing,1,43,3.0,3,0,49,1
Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,3.0,7,0,45,0
HR,region_2,Bachelor's,f,sourcing,1,37,3.0,4,0,51,0
Sales & Marketing,region_2,Master's & above,m,other,1,42,5.0,7,0,56,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,53,3.0,20,0,49,0
Operations,region_13,Bachelor's,m,sourcing,1,28,1.0,2,0,59,0
Procurement,region_2,Bachelor's,m,other,1,48,4.0,17,0,70,0
Analytics,region_22,Bachelor's,m,sourcing,1,27,4.0,4,0,85,0
Operations,region_31,Bachelor's,m,sourcing,1,45,5.0,5,0,55,0
Procurement,region_7,Bachelor's,f,other,2,26,3.0,2,0,64,0
Sales & Marketing,region_4,Bachelor's,m,other,1,32,4.0,3,0,54,0
Finance,region_6,Bachelor's,m,sourcing,1,31,4.0,4,0,53,0
Technology,region_22,Master's & above,m,sourcing,1,37,4.0,10,0,81,0
Analytics,region_28,Master's & above,m,other,2,32,4.0,6,0,88,0
Analytics,region_31,Bachelor's,m,sourcing,1,30,4.0,2,0,82,1
Sales & Marketing,region_26,Bachelor's,m,other,1,36,3.0,4,1,94,1
Operations,region_22,Bachelor's,f,other,1,30,3.0,6,0,59,0
Procurement,region_28,Bachelor's,f,other,1,32,4.0,7,0,72,0
Legal,region_13,Master's & above,m,other,1,37,3.0,3,0,59,0
Finance,region_22,Master's & above,m,other,2,35,1.0,5,0,62,0
Technology,region_2,Master's & above,m,referred,1,49,3.0,8,0,81,0
Operations,region_7,Bachelor's,m,sourcing,1,40,4.0,9,0,61,0
Procurement,region_27,Bachelor's,f,other,1,34,4.0,4,0,72,1
Operations,region_22,Bachelor's,f,sourcing,1,34,3.0,8,0,59,0
Procurement,region_15,Master's & above,m,other,1,37,4.0,4,0,63,0
HR,region_22,Bachelor's,m,sourcing,1,30,5.0,3,0,53,0
Sales & Marketing,region_15,Bachelor's,m,other,1,31,2.0,7,0,53,0
Sales & Marketing,region_20,Bachelor's,m,other,1,31,2.0,6,0,50,0
Technology,region_25,Master's & above,m,other,1,38,3.0,4,0,79,0
Procurement,region_2,Master's & above,m,other,2,48,4.0,16,0,73,0
Operations,region_5,Bachelor's,m,sourcing,1,34,3.0,10,0,58,0
Operations,region_4,Bachelor's,f,other,1,34,5.0,10,0,60,0
Technology,region_16,Bachelor's,f,other,1,35,3.0,8,0,82,0
Operations,region_7,Master's & above,f,other,1,52,5.0,15,0,66,0
Procurement,region_2,Master's & above,f,sourcing,2,45,3.0,3,0,70,0
Sales & Marketing,region_9,Unidentified,m,sourcing,1,28,1.0,2,0,53,0
Finance,region_26,Bachelor's,m,sourcing,1,30,3.0,4,1,71,1
Sales & Marketing,region_26,Bachelor's,m,other,1,42,4.0,7,0,52,0
Sales & Marketing,region_11,Unidentified,m,other,1,29,1.0,4,0,55,0
Operations,region_31,Bachelor's,f,sourcing,1,30,3.0,4,0,64,0
Technology,region_2,Master's & above,m,other,1,40,3.0,7,0,78,0
Technology,region_20,Bachelor's,m,other,1,32,2.0,6,0,82,0
Sales & Marketing,region_2,Unidentified,f,other,2,35,1.0,6,0,49,0
Operations,region_13,Bachelor's,f,sourcing,1,39,1.0,3,0,58,0
Operations,region_28,Bachelor's,m,other,1,39,3.0,3,0,62,0
Procurement,region_4,Master's & above,m,sourcing,3,39,1.0,4,0,69,0
Technology,region_7,Bachelor's,f,sourcing,1,24,0.0,1,0,80,0
Technology,region_23,Master's & above,f,other,3,38,5.0,8,0,78,0
Sales & Marketing,region_28,Master's & above,m,other,4,32,3.0,6,0,48,0
Technology,region_26,Bachelor's,m,other,1,39,2.0,9,0,80,1
Sales & Marketing,region_13,Bachelor's,m,other,1,39,5.0,6,0,47,0
Analytics,region_22,Master's & above,m,sourcing,2,37,5.0,7,0,83,0
Operations,region_2,Master's & above,f,sourcing,1,35,5.0,7,0,60,0
HR,region_22,Master's & above,f,other,1,30,2.0,3,0,51,0
Technology,region_27,Bachelor's,f,sourcing,1,32,3.0,6,0,81,0
Sales & Marketing,region_15,Master's & above,m,sourcing,1,35,4.0,5,0,53,0
Sales & Marketing,region_26,Bachelor's,m,sourcing,3,26,3.0,4,0,46,0
Operations,region_7,Master's & above,m,other,1,42,2.0,14,0,62,0
Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,3.0,5,0,47,0
Sales & Marketing,region_2,Master's & above,f,other,1,52,3.0,14,0,48,0
Procurement,region_4,Master's & above,f,sourcing,1,39,3.0,12,0,69,0
Procurement,region_2,Master's & above,m,other,1,50,5.0,24,0,71,0
R&D,region_11,Bachelor's,m,other,1,36,5.0,7,0,84,0
Procurement,region_22,Bachelor's,m,other,1,38,1.0,3,0,69,0
Operations,region_13,Master's & above,m,other,1,39,2.0,10,0,57,0
Sales & Marketing,region_15,Master's & above,m,sourcing,1,37,3.0,10,0,49,0
Sales & Marketing,region_15,Master's & above,m,other,3,41,3.0,4,0,53,0
Sales & Marketing,region_2,Bachelor's,f,other,4,33,2.0,3,0,51,0
Procurement,region_30,Bachelor's,f,sourcing,1,37,4.0,9,0,66,0
Sales & Marketing,region_13,Bachelor's,m,sourcing,1,34,3.0,7,0,49,0
Analytics,region_15,Bachelor's,m,sourcing,2,31,5.0,5,0,86,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,1.0,7,0,47,0
Sales & Marketing,region_25,Bachelor's,m,sourcing,1,28,1.0,2,0,46,0
Procurement,region_2,Master's & above,f,other,1,31,1.0,3,0,75,0
Procurement,region_26,Bachelor's,m,sourcing,1,28,0.0,1,0,67,0
Finance,region_2,Bachelor's,m,other,1,38,5.0,6,0,59,0
Sales & Marketing,region_26,Bachelor's,m,sourcing,1,35,5.0,4,0,50,0
Finance,region_7,Master's & above,m,sourcing,1,33,3.0,2,0,65,0
Technology,region_22,Below Secondary,f,other,1,22,0.0,1,0,81,0
Operations,region_13,Bachelor's,m,other,1,35,3.0,7,0,99,1
Sales & Marketing,region_26,Unidentified,m,other,1,43,4.0,11,0,50,0
Procurement,region_7,Below Secondary,m,other,2,24,3.0,2,0,73,0
Sales & Marketing,region_13,Bachelor's,f,other,1,22,3.0,2,0,48,0
Analytics,region_25,Bachelor's,m,sourcing,1,30,5.0,4,0,88,1
Technology,region_7,Master's & above,m,sourcing,1,31,3.0,3,0,80,0
Operations,region_11,Bachelor's,f,sourcing,1,34,5.0,7,0,65,0
Analytics,region_22,Master's & above,m,other,1,39,3.0,3,0,87,0
Sales & Marketing,region_2,Master's & above,f,other,1,47,4.0,16,0,51,1
Operations,region_8,Bachelor's,f,other,1,32,3.0,3,0,58,0
Technology,region_5,Bachelor's,m,sourcing,1,30,0.0,1,0,74,0
Sales & Marketing,region_22,Bachelor's,m,referred,1,25,4.0,2,0,51,0
Procurement,region_2,Below Secondary,m,sourcing,1,20,0.0,1,0,65,0
Procurement,region_7,Master's & above,f,sourcing,2,38,3.0,10,0,70,0
Sales & Marketing,region_34,Master's & above,m,other,1,34,1.0,7,0,49,0
Sales & Marketing,region_7,Bachelor's,f,sourcing,1,35,1.0,9,0,48,0
Finance,region_15,Bachelor's,m,other,2,26,3.0,3,0,56,0
Procurement,region_16,Bachelor's,f,sourcing,1,38,3.0,8,0,73,0
Sales & Marketing,region_20,Bachelor's,m,other,1,31,5.0,4,0,49,0
Sales & Marketing,region_30,Bachelor's,m,other,2,34,4.0,9,0,53,0
Sales & Marketing,region_28,Master's & above,m,sourcing,1,41,4.0,3,0,51,0
Procurement,region_4,Bachelor's,f,other,2,26,4.0,5,0,64,0
Operations,region_2,Master's & above,f,other,1,53,3.0,28,0,55,0
Operations,region_22,Below Secondary,m,sourcing,1,22,0.0,1,0,55,0
Procurement,region_7,Master's & above,m,sourcing,2,37,3.0,8,0,68,0
Legal,region_31,Bachelor's,m,sourcing,1,31,3.0,2,0,61,0
Technology,region_2,Bachelor's,m,sourcing,1,31,2.0,6,0,80,0
Sales & Marketing,region_2,Unidentified,m,sourcing,3,25,0.0,1,0,50,0
Operations,region_22,Bachelor's,f,referred,2,35,5.0,8,0,58,0
Operations,region_22,Bachelor's,m,sourcing,1,30,5.0,3,0,56,0
Procurement,region_17,Master's & above,f,other,1,52,3.0,16,0,65,0
Procurement,region_17,Bachelor's,f,other,1,42,4.0,2,0,68,0
Technology,region_2,Master's & above,f,other,1,48,5.0,13,0,77,0
Sales & Marketing,region_3,Bachelor's,m,sourcing,1,33,4.0,9,0,50,0
Sales & Marketing,region_19,Bachelor's,m,other,1,36,5.0,2,0,47,0
Sales & Marketing,region_13,Master's & above,m,other,1,40,1.0,10,0,52,0
Analytics,region_2,Master's & above,m,other,2,37,3.0,10,0,86,0
Analytics,region_7,Master's & above,m,sourcing,1,51,4.0,12,0,85,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,5.0,2,0,48,0
HR,region_4,Bachelor's,f,other,1,32,1.0,6,0,50,0
Sales & Marketing,region_13,Bachelor's,m,other,1,33,5.0,2,1,54,0
Operations,region_22,Master's & above,f,other,1,34,3.0,5,0,58,0
Operations,region_8,Master's & above,f,other,1,43,5.0,7,0,57,0
Sales & Marketing,region_15,Bachelor's,m,other,1,40,4.0,4,0,49,0
Operations,region_15,Master's & above,m,sourcing,1,45,5.0,5,1,91,1
Finance,region_11,Bachelor's,m,other,1,27,3.0,5,0,61,0
Sales & Marketing,region_15,Bachelor's,f,other,1,29,0.0,1,0,50,0
Sales & Marketing,region_7,Unidentified,m,other,2,29,1.0,2,0,45,0
Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,3.0,4,0,44,0
Finance,region_26,Bachelor's,f,sourcing,1,32,3.0,9,0,58,0
Operations,region_31,Master's & above,m,sourcing,1,36,3.0,7,0,58,0
Operations,region_15,Master's & above,f,sourcing,2,44,5.0,4,0,64,0
HR,region_2,Bachelor's,m,sourcing,1,34,5.0,3,0,51,0
Procurement,region_4,Master's & above,f,other,1,32,3.0,4,0,70,0
Sales & Marketing,region_13,Bachelor's,m,other,1,41,4.0,6,0,41,0
Sales & Marketing,region_24,Master's & above,m,other,1,43,3.0,17,0,49,0
Operations,region_7,Bachelor's,f,sourcing,1,36,3.0,7,0,60,0
Procurement,region_2,Bachelor's,f,other,1,31,1.0,5,0,67,0
Operations,region_2,Bachelor's,f,sourcing,1,35,2.0,9,0,59,0
Sales & Marketing,region_15,Master's & above,m,sourcing,2,41,3.0,7,0,53,0
Sales & Marketing,region_4,Bachelor's,m,sourcing,1,43,4.0,7,0,51,0
Technology,region_2,Bachelor's,m,sourcing,2,42,5.0,11,1,84,0
Procurement,region_2,Master's & above,f,sourcing,1,39,4.0,4,0,72,0
Procurement,region_2,Unidentified,m,sourcing,1,36,3.0,5,0,68,0
Operations,region_27,Bachelor's,m,other,1,26,0.0,1,0,62,0
Operations,region_14,Bachelor's,f,other,1,33,5.0,4,0,62,0
Procurement,region_14,Bachelor's,f,other,1,33,3.0,6,0,69,0
Analytics,region_22,Bachelor's,m,sourcing,1,27,5.0,4,0,82,0
Operations,region_13,Bachelor's,m,sourcing,1,54,3.0,3,0,58,0
Analytics,region_27,Master's & above,m,sourcing,2,35,4.0,8,0,86,0
Sales & Marketing,region_13,Bachelor's,f,other,1,32,2.0,6,0,49,0
Sales & Marketing,region_16,Unidentified,m,other,1,25,0.0,1,0,46,1
Operations,region_2,Bachelor's,m,other,1,42,2.0,17,0,57,0
Operations,region_16,Bachelor's,m,other,1,34,5.0,8,0,58,0
Sales & Marketing,region_12,Bachelor's,m,sourcing,2,30,0.0,1,0,50,0
Analytics,region_15,Bachelor's,f,other,1,26,3.0,2,0,86,0
Sales & Marketing,region_2,Master's & above,f,other,1,38,3.0,8,0,47,0
Sales & Marketing,region_32,Unidentified,m,other,1,26,0.0,1,0,50,0
Finance,region_2,Bachelor's,f,other,1,26,3.0,1,0,53,0
R&D,region_4,Master's & above,m,other,1,46,4.0,15,0,92,0
HR,region_20,Master's & above,m,sourcing,1,37,5.0,9,0,55,0
Sales & Marketing,region_31,Bachelor's,f,sourcing,1,28,2.0,1,0,52,0
Procurement,region_31,Master's & above,f,other,1,34,5.0,6,0,70,0
R&D,region_22,Bachelor's,m,sourcing,2,28,3.0,2,0,80,0
R&D,region_2,Bachelor's,m,sourcing,1,31,3.0,3,0,88,0
Technology,region_31,Bachelor's,f,other,1,35,3.0,7,0,80,0
Technology,region_32,Bachelor's,m,other,2,33,3.0,9,0,80,0
Sales & Marketing,region_28,Bachelor's,m,other,4,30,3.0,3,0,50,0
HR,region_22,Bachelor's,f,other,1,31,3.0,7,0,50,0
Operations,region_15,Bachelor's,f,sourcing,1,38,3.0,9,0,91,1
Technology,region_1,Master's & above,m,other,2,35,3.0,5,0,78,0
HR,region_27,Bachelor's,m,other,1,30,3.0,1,0,47,0
Technology,region_24,Bachelor's,m,sourcing,2,27,2.0,4,0,82,0
Analytics,region_22,Bachelor's,m,other,1,30,5.0,3,0,83,0
Legal,region_2,Master's & above,f,other,1,37,4.0,8,0,60,0
Operations,region_15,Bachelor's,f,other,1,43,3.0,14,0,57,0
Sales & Marketing,region_11,Bachelor's,m,other,1,51,1.0,6,0,47,0
R&D,region_29,Master's & above,m,other,1,27,5.0,2,0,86,0
Sales & Marketing,region_16,Bachelor's,m,other,1,33,3.0,9,0,49,0
Sales & Marketing,region_6,Bachelor's,f,other,1,27,3.0,3,0,46,0
R&D,region_22,Bachelor's,m,sourcing,1,30,2.0,5,0,85,0
Sales & Marketing,region_11,Bachelor's,m,other,1,29,1.0,2,0,49,0
Sales & Marketing,region_2,Bachelor's,f,sourcing,3,36,1.0,10,0,50,0
Operations,region_8,Bachelor's,m,other,1,42,4.0,5,0,57,0
Procurement,region_4,Bachelor's,m,other,2,27,0.0,1,0,71,0
Sales & Marketing,region_14,Bachelor's,m,other,1,34,4.0,7,0,53,0
Sales & Marketing,region_15,Bachelor's,m,other,1,33,1.0,7,0,52,0
Sales & Marketing,region_19,Bachelor's,m,other,1,33,5.0,8,0,47,0
Sales & Marketing,region_19,Bachelor's,m,sourcing,1,28,3.0,3,1,55,0
Technology,region_16,Master's & above,m,sourcing,2,37,3.0,4,0,77,0
Sales & Marketing,region_27,Master's & above,m,other,1,40,3.0,8,0,51,0
Sales & Marketing,region_13,Bachelor's,m,other,2,39,3.0,9,0,51,0
Legal,region_2,Bachelor's,f,other,1,41,3.0,4,0,56,0
Technology,region_31,Bachelor's,m,sourcing,1,32,3.0,5,0,76,0
Technology,region_6,Bachelor's,m,referred,2,24,0.0,1,0,78,0
Technology,region_23,Master's & above,f,other,1,34,3.0,7,0,72,0
Sales & Marketing,region_27,Bachelor's,m,other,2,26,1.0,2,0,52,0
Analytics,region_23,Master's & above,m,sourcing,1,40,2.0,11,0,85,0
Finance,region_2,Bachelor's,f,other,3,27,1.0,2,0,62,0
Operations,region_22,Bachelor's,m,sourcing,2,31,5.0,7,0,60,1
Technology,region_27,Unidentified,m,other,1,28,3.0,5,0,80,0
Analytics,region_2,Bachelor's,m,sourcing,2,37,3.0,10,0,90,0
Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,3.0,2,0,55,1
Sales & Marketing,region_31,Master's & above,m,sourcing,1,34,3.0,8,0,49,0
Sales & Marketing,region_19,Bachelor's,m,other,1,30,0.0,1,0,48,0
Analytics,region_1,Master's & above,m,sourcing,1,34,5.0,7,0,82,0
Sales & Marketing,region_10,Master's & above,m,sourcing,3,37,1.0,4,0,52,0
Finance,region_2,Bachelor's,f,other,1,44,4.0,3,1,57,0
R&D,region_15,Bachelor's,m,sourcing,1,30,1.0,5,1,84,0
Operations,region_31,Bachelor's,m,other,2,30,3.0,4,0,58,0
Sales & Marketing,region_2,Bachelor's,m,other,2,37,3.0,3,0,55,0
Technology,region_2,Bachelor's,m,sourcing,1,30,2.0,6,0,76,0
Technology,region_10,Master's & above,m,other,1,46,4.0,14,0,82,0
Legal,region_22,Bachelor's,m,sourcing,1,26,3.0,3,0,66,0
Operations,region_2,Unidentified,f,other,1,42,5.0,9,0,63,0
Sales & Marketing,region_7,Bachelor's,f,other,1,30,5.0,4,0,49,0
Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,1.0,2,0,52,0
Operations,region_27,Bachelor's,m,sourcing,1,37,5.0,3,0,67,0
Operations,region_8,Bachelor's,m,sourcing,1,27,1.0,2,0,60,0
Sales & Marketing,region_14,Bachelor's,m,other,1,25,1.0,2,0,49,0
Technology,region_23,Master's & above,f,other,1,33,4.0,3,0,79,0
Sales & Marketing,region_6,Bachelor's,m,sourcing,2,30,2.0,2,0,53,0
Operations,region_8,Bachelor's,f,other,1,28,4.0,2,0,60,0
Operations,region_26,Bachelor's,m,sourcing,1,32,4.0,4,0,59,0
Operations,region_22,Master's & above,m,other,1,44,5.0,3,0,59,0
Technology,region_27,Bachelor's,m,other,1,38,4.0,2,0,76,0
Sales & Marketing,region_22,Bachelor's,m,other,2,25,2.0,2,0,50,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,2.0,2,0,52,0
Finance,region_7,Bachelor's,f,other,1,28,3.0,4,0,58,0
Operations,region_9,Bachelor's,m,other,1,31,4.0,5,0,59,0
Analytics,region_22,Bachelor's,f,sourcing,2,27,0.0,1,0,87,0
Sales & Marketing,region_13,Master's & above,m,other,1,45,3.0,7,0,46,0
Sales & Marketing,region_6,Bachelor's,f,sourcing,1,38,1.0,9,0,56,0
R&D,region_4,Master's & above,m,other,1,37,4.0,3,0,86,0
Technology,region_2,Master's & above,m,sourcing,2,42,1.0,7,0,78,0
Operations,region_15,Bachelor's,m,other,1,31,5.0,9,0,59,0
Technology,region_22,Bachelor's,m,sourcing,1,33,4.0,5,0,81,0
Legal,region_22,Bachelor's,m,other,1,28,1.0,2,0,61,0
Operations,region_26,Master's & above,f,other,1,46,5.0,10,0,64,1
Technology,region_7,Bachelor's,m,other,1,36,1.0,9,0,82,0
Sales & Marketing,region_2,Bachelor's,m,other,1,52,5.0,6,0,46,0
Sales & Marketing,region_20,Bachelor's,m,other,2,43,2.0,7,0,46,0
HR,region_29,Bachelor's,m,other,1,35,2.0,8,0,45,0
Sales & Marketing,region_30,Bachelor's,f,sourcing,1,30,1.0,6,0,53,0
Operations,region_11,Bachelor's,m,other,1,28,0.0,1,0,62,0
Finance,region_2,Bachelor's,m,other,1,50,1.0,3,0,59,0
Analytics,region_32,Bachelor's,m,sourcing,1,34,5.0,5,0,83,0
Sales & Marketing,region_2,Master's & above,m,other,2,37,4.0,6,0,51,0
Operations,region_22,Master's & above,m,other,1,38,4.0,9,0,55,0
